updateUnixTime,updateTime,tokens,total
1712003709,2024-04-01T20:35:09,"{'address': 'sQVLLLzhiaZYeAn2xu2sBu1TU4RX5Wq2xLesCyDEQyK', 'decimals': 6, 'lastTradeUnixTime': 1711992628, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreiaadicxev5faky2bpebwdaycsyogjvacymzhhwz2kqvjsdazwqfyq.ipfs.nftstorage.link', 'mc': None, 'name': 'PDIDDY', 'symbol': 'PDIDDY', 'v24hChangePercent': 8302260.039940701, 'v24hUSD': 0.015340186783866257}",260860
1712003709,2024-04-01T20:35:09,"{'address': '9gXAomSBkQTL3tZHPQveBoXKRNQ3AdDDGsmjbDneF6Ne', 'decimals': 9, 'lastTradeUnixTime': 1711993353, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafybeigujdazkawpcjqtccrcpqorccx6z7y6ssozbd4isur454ytskdrfa.ipfs.nftstorage.link', 'mc': 27.307350101560885, 'name': ' Pump It Up', 'symbol': ' PUMP', 'v24hChangePercent': 7962958.473734418, 'v24hUSD': 412.9086681129538}",260860
1712003709,2024-04-01T20:35:09,"{'address': '3zUdxYBjHWhdbcZ1L44JZeGNPmfwPHtBoaZRc8DCUBoA', 'decimals': 9, 'lastTradeUnixTime': 1711934925, 'liquidity': 883.0430573429829, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fipfs.io%2Fipfs%2FQmbN4hqqrnnFnXfHcH36GM3gyPf8ijkB9vgqxWuKaq8Vaq', 'mc': 765.189877884022, 'name': 'Yodex', 'symbol': 'YO', 'v24hChangePercent': 7922506.110280124, 'v24hUSD': 814.302128018905}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'cujtgAweqDGQU5Z8hxhR4et6opgqVxykgvV2hyBX4oG', 'decimals': 8, 'lastTradeUnixTime': 1711973521, 'liquidity': 1966.5784255704718, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fgateway.irys.xyz%2FPMiwdTz3R3qlt_850OsML_gOhbH3H29GDWCf41tvGPs', 'mc': 2012.3293842490518, 'name': 'CoinMarketCat', 'symbol': 'CMC', 'v24hChangePercent': 7799027.243503949, 'v24hUSD': 401.89348906310875}",260860
1712003709,2024-04-01T20:35:09,"{'address': '3mkAVFQtb1Wk374Wy27juNrBtQ8G1cdRERuqGMX1k8zt', 'decimals': 9, 'lastTradeUnixTime': 1711993261, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreibrg66nqyv23obiuqq3f4jg5tizhrfb6nilltu4gngyr7rdlvldni.ipfs.nftstorage.link', 'mc': 67.46318536759662, 'name': 'VladWifHat', 'symbol': '$VWH', 'v24hChangePercent': 7205175.543057668, 'v24hUSD': 0.12192573205652521}",260860
1712003709,2024-04-01T20:35:09,"{'address': '2kdKMZoUG8GT9Be4KLnqfuLDk8skD4k15h35nYBA4ykD', 'decimals': 6, 'lastTradeUnixTime': 1711995873, 'liquidity': 6624.744821777795, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreibmkf4vfazgit3foqpjt6svod6x5vxxptzwjyt3uvpcmku2oeocm4.ipfs.nftstorage.link', 'mc': 15520468.678750705, 'name': 'Yuck Buck', 'symbol': 'YBK', 'v24hChangePercent': 7171712.25893775, 'v24hUSD': 1301.7729925307297}",260860
1712003709,2024-04-01T20:35:09,"{'address': '2VqBZa5uYPqDGD7PrscSEg2LGgCWc3q4xFz4Asze7VzH', 'decimals': 6, 'lastTradeUnixTime': 1711993282, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreibxbuweuxicsszfingccc6tfvu4ijciqm6hyn27krmtjkphtgpkem.ipfs.nftstorage.link', 'mc': None, 'name': 'Book of Shiba', 'symbol': 'BOSHI', 'v24hChangePercent': 6692257.237940947, 'v24hUSD': 0.012466128728139611}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'Ffj949Dps5e9U8CsGd9cFf7QewL2ktzxcawh4Bs4utHE', 'decimals': 6, 'lastTradeUnixTime': 1711922822, 'liquidity': 0, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafkreiajdr3lz7idxkupsbe3t2hq5fcb7o3pskcaehk2bsxah5zrfjenei.ipfs.nftstorage.link', 'mc': None, 'name': 'AutoSol Trader', 'symbol': 'AUTOS', 'v24hChangePercent': 6485177.843084455, 'v24hUSD': 0.11161608536218856}",260860
1712003709,2024-04-01T20:35:09,"{'address': 'HJdiokZNdvatPR8PUQCXyoMWfnruJibTTbhYuHqhma7G', 'decimals': 6, 'lastTradeUnixTime': 1711981909, 'liquidity': 2305.056954424506, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fbafybeidzce6ltdwfabywsjwrzfpmn62wlnehhd5zeadyek5jf36jnrf7ny.ipfs.nftstorage.link', 'mc': 1191.911622045822, 'name': 'The Book of War', 'symbol': 'BOW', 'v24hChangePercent': 5982432.129357419, 'v24hUSD': 3632.283932769586}",260860
1712003709,2024-04-01T20:35:09,"{'address': '5VC1DFqgWSTSrBnbB86WM8rdYs4qDmXHzBNhgjtJ1sKo', 'decimals': 6, 'lastTradeUnixTime': 1711977012, 'liquidity': 7002.723689347482, 'logoURI': 'https://img.fotofolio.xyz/?url=https%3A%2F%2Fcf-ipfs.com%2Fipfs%2FQmWJ1Z8iskF7umk2AWYQEJMaWQC4mmVA8nU9FLLpHbQxV4', 'mc': None, 'name': 'NetTap', 'symbol': 'NETTAP', 'v24hChangePercent': 5314539.196554639, 'v24hUSD': 0.09811476205968277}",260860
